"table1.customerid","table1.dominant_gender","table1.max_gender","table2.dominant_size","table2.max_size","table3.last_purchase"
"13532612","Femme","1","39","1","2015-11-01 14:13:01.0"
"13556271","Femme","2","36","2","2015-11-01 21:02:15.0"
"13560507","Femme","1","39","1","2015-11-01 14:09:10.0"
"13564566","Femme","2","38","2","2015-11-01 21:44:08.0"
"13565330","Femme","1","41","1","2015-11-01 21:17:02.0"
"13572103","Femme","1","38","1","2015-11-01 11:30:17.0"
"13575998","Femme","2","39","2","2015-11-01 15:27:19.0"
"13579313","Femme","1","39","1","2015-11-01 14:49:00.0"
"13581141","Femme","2","40","2","2015-11-01 20:46:01.0"
"13589314","Accessoires","1","","0","2015-11-01 17:31:11.0"
"13597135","Femme","1","37","1","2015-11-01 11:13:03.0"
"13597135","Femme","1","40","1","2015-11-01 11:13:03.0"
"13597135","Homme","1","37","1","2015-11-01 11:13:03.0"
"13597135","Homme","1","40","1","2015-11-01 11:13:03.0"
"13603854","Homme","4","40","4","2015-11-01 23:23:17.0"
"13606551","Femme","1","","0","2015-11-01 15:05:13.0"
"13608362","Homme","2","41","2","2015-11-01 23:30:11.0"
"13614057","Homme","1","44","1","2015-11-01 20:06:02.0"
"13617113","Femme","1","36","1","2015-11-01 11:11:05.0"
"13620308","Femme","1","39","1","2015-11-01 20:56:02.0"
"13625923","Femme","1","38","1","2015-11-01 17:22:03.0"
"13626797","Femme","1","36","1","2015-11-01 19:37:00.0"
"13627440","Femme","1","36","1","2015-11-01 17:37:05.0"
"13633865","Enfant","1","33","1","2015-11-01 09:33:06.0"
"13637291","Homme","1","42","1","2015-11-01 11:45:17.0"
"13654630","Enfant","2","32","1","2015-11-01 10:51:12.0"
"13654630","Enfant","2","34","1","2015-11-01 10:51:12.0"
"13660061","Femme","1","38","1","2015-11-01 20:18:06.0"
"13665438","Enfant","1","35","1","2015-11-01 09:56:00.0"
"13666996","Homme","1","45","1","2015-11-01 10:27:15.0"
"13667337","Femme","2","37","2","2015-11-01 21:43:02.0"
"13668324","Femme","1","38","1","2015-11-01 10:14:11.0"
"13681983","Femme","1","40","1","2015-11-01 23:15:12.0"
"13684751","Homme","2","39","1","2015-11-01 21:05:14.0"
"13684751","Homme","2","43","1","2015-11-01 21:05:14.0"
"13685458","Enfant","1","39","1","2015-11-01 20:25:00.0"
"13685458","Enfant","1","45","1","2015-11-01 20:25:00.0"
"13685458","Homme","1","39","1","2015-11-01 20:25:00.0"
"13685458","Homme","1","45","1","2015-11-01 20:25:00.0"
"13685458","Femme","1","39","1","2015-11-01 20:25:00.0"
"13685458","Femme","1","45","1","2015-11-01 20:25:00.0"
"13688134","Femme","1","38","1","2015-11-01 14:12:11.0"
"13690552","Enfant","1","36","2","2015-11-01 18:38:03.0"
"13690552","Femme","1","36","2","2015-11-01 18:38:03.0"
"13692345","Femme","2","40","2","2015-11-01 11:54:17.0"
"13692460","Homme","1","40","1","2015-11-01 22:37:02.0"
"13692580","Homme","1","40","1","2015-11-01 23:06:05.0"
"13703779","Homme","2","42","1","2015-11-01 00:41:04.0"
"13703785","Femme","1","41","1","2015-11-01 21:31:11.0"
"13707782","Accessoires","1","37","1","2015-11-01 21:07:19.0"
"13707782","Femme","1","37","1","2015-11-01 21:07:19.0"
"13709939","Homme","1","44","1","2015-11-01 20:01:08.0"
"13712409","Femme","1","37","1","2015-11-01 15:32:16.0"
"13716543","Femme","1","36","1","2015-11-01 09:54:15.0"
"13718816","Accessoires","1","39","1","2015-11-01 16:18:06.0"
"13718816","Femme","1","39","1","2015-11-01 16:18:06.0"
"13721503","Femme","1","40","1","2015-11-01 20:44:11.0"
"13722765","Accessoires","5","","0","2015-11-01 10:33:00.0"
"13729856","Femme","1","38","1","2015-11-01 10:06:16.0"
"13735175","Femme","1","39","1","2015-11-01 20:09:18.0"
"13748787","Enfant","1","33","1","2015-11-01 20:20:17.0"
"13751429","Femme","2","38","2","2015-11-01 20:56:00.0"
"13758641","Femme","1","37","1","2015-11-01 21:00:14.0"
"13768154","Femme","2","40","2","2015-11-01 07:40:07.0"
"13768519","Enfant","3","32","2","2015-11-01 21:08:09.0"
"13770377","Femme","1","39","1","2015-11-01 16:48:18.0"
"13771271","Femme","1","41","1","2015-11-01 11:16:00.0"
"13771271","Femme","1","42","1","2015-11-01 11:16:00.0"
"13771271","Homme","1","41","1","2015-11-01 11:16:00.0"
"13771271","Homme","1","42","1","2015-11-01 11:16:00.0"
"13790506","Enfant","3","31","2","2015-11-01 23:11:06.0"
"13791886","Femme","1","38","1","2015-11-01 18:58:17.0"
"13797261","Enfant","1","33","1","2015-11-01 21:10:10.0"
"13797261","Enfant","1","38","1","2015-11-01 21:10:10.0"
"13797261","Femme","1","33","1","2015-11-01 21:10:10.0"
"13797261","Femme","1","38","1","2015-11-01 21:10:10.0"
"13809555","Femme","1","","0","2015-11-01 20:09:03.0"
"13815139","Enfant","1","35","1","2015-11-01 11:10:17.0"
"13818606","Femme","1","36","1","2015-11-01 15:18:11.0"
"13818767","Homme","1","41","1","2015-11-01 19:01:16.0"
"13819544","Femme","1","39","1","2015-11-01 22:12:16.0"
"13819824","Femme","1","42","1","2015-11-01 21:14:02.0"
"13822372","Enfant","2","34","1","2015-11-01 19:32:05.0"
"13822372","Enfant","2","35","1","2015-11-01 19:32:05.0"
"13842467","Femme","1","38","1","2015-11-01 21:17:15.0"
"13843595","Enfant","1","","0","2015-11-01 19:46:10.0"
"13843595","Femme","1","","0","2015-11-01 19:46:10.0"
"13845653","Homme","1","42","1","2015-11-01 08:21:07.0"
"13845653","Homme","1","32","1","2015-11-01 08:21:07.0"
"13845653","Enfant","1","42","1","2015-11-01 08:21:07.0"
"13845653","Enfant","1","32","1","2015-11-01 08:21:07.0"
"13847323","Femme","1","37","1","2015-11-01 22:58:04.0"
"13847401","Homme","1","43","1","2015-11-01 20:51:18.0"
"13847461","Femme","1","41","1","2015-11-01 19:48:09.0"
"13856685","Femme","3","40","2","2015-11-01 22:09:07.0"
"13869771","Accessoires","1","42","1","2015-11-01 17:24:10.0"
"13869771","Femme","1","42","1","2015-11-01 17:24:10.0"
"13877962","Homme","1","46","1","2015-11-01 18:31:17.0"
"13878679","Femme","3","41","2","2015-11-01 22:00:17.0"
"13895135","Femme","1","39","1","2015-11-01 21:36:02.0"
"13896142","Enfant","2","27","2","2015-11-01 11:23:14.0"
"13898863","Femme","1","40","1","2015-11-01 18:39:03.0"
"13900110","Enfant","2","37","1","2015-11-01 14:01:16.0"
"13900110","Enfant","2","38","1","2015-11-01 14:01:16.0"
"13910897","Accessoires","1","38","1","2015-11-01 14:48:13.0"
"13910897","Femme","1","38","1","2015-11-01 14:48:13.0"
"13911604","Femme","2","39","2","2015-11-01 16:33:10.0"
"13912160","Enfant","2","35","1","2015-11-01 16:54:17.0"
"13912160","Enfant","2","36","1","2015-11-01 16:54:17.0"
"13912906","Enfant","1","36","1","2015-11-01 18:32:05.0"
"13915641","Femme","1","38","1","2015-11-01 14:43:16.0"
"13916045","Femme","1","42","1","2015-11-01 13:52:10.0"
"13916045","Homme","1","42","1","2015-11-01 13:52:10.0"
"13918676","Femme","2","38","2","2015-11-01 15:01:05.0"
"13939857","Homme","1","45","1","2015-11-01 13:38:03.0"
"13945051","Femme","4","36","2","2015-11-01 11:38:18.0"
"13945051","Femme","4","38","2","2015-11-01 11:38:18.0"
"13947151","Femme","1","37","1","2015-11-01 21:00:18.0"
"13955431","Femme","6","37","4","2015-11-01 17:47:19.0"
"13955750","Femme","2","40","2","2015-11-01 16:07:01.0"
"13958372","Homme","1","45","1","2015-11-01 12:11:08.0"
"13960710","Homme","1","42","1","2015-11-01 18:06:09.0"
"13965569","Femme","1","40","1","2015-11-01 17:52:04.0"
"13969289","Femme","1","39","1","2015-11-01 18:05:04.0"
"13972476","Femme","1","40","1","2015-11-01 18:20:14.0"
"13981949","Homme","1","43","1","2015-11-01 20:14:13.0"
"13988264","Homme","1","44","1","2015-11-01 21:58:01.0"
"14005041","Homme","1","","0","2015-11-01 17:43:02.0"
"14007689","Femme","1","36","1","2015-11-01 12:16:09.0"
"14007910","Femme","1","38","1","2015-11-01 10:44:10.0"
"14013749","Homme","3","45","2","2015-11-01 19:22:18.0"
"14014928","Femme","2","38","1","2015-11-01 18:52:04.0"
"14022420","Homme","1","42","1","2015-11-01 17:45:05.0"
"14024967","Femme","1","38","1","2015-11-01 16:06:15.0"
"14025045","Homme","2","36","1","2015-11-01 18:53:06.0"
"14025045","Homme","2","42","1","2015-11-01 18:53:06.0"
"14029801","Femme","1","37","1","2015-11-01 10:41:16.0"
"14029854","Homme","1","44","1","2015-11-01 20:45:02.0"
"14031230","Enfant","1","31","1","2015-11-01 12:55:00.0"
"14032252","Femme","1","39","1","2015-11-01 20:15:11.0"
"14033181","Enfant","2","26","1","2015-11-01 10:29:16.0"
"14033181","Enfant","2","39","1","2015-11-01 10:29:16.0"
"14035415","Femme","1","39","1","2015-11-01 07:36:05.0"
"14036592","Homme","1","44","1","2015-11-01 19:05:00.0"
"14036906","Femme","1","40","1","2015-11-01 22:09:00.0"
"14037508","Femme","1","39","1","2015-11-01 12:18:06.0"
"14050488","Accessoires","1","","0","2015-11-01 07:49:04.0"
"14050488","Femme","1","","0","2015-11-01 07:49:04.0"
"14052650","Femme","2","39","1","2015-11-01 23:46:13.0"
"14056341","Femme","1","39","1","2015-11-01 14:39:15.0"
"14058353","Femme","2","42","1","2015-11-01 16:24:08.0"
"14058353","Femme","2","37","1","2015-11-01 16:24:08.0"
"14065966","Homme","1","41","1","2015-11-01 16:18:03.0"
"14069026","Femme","1","39","1","2015-11-01 21:24:12.0"
"14073466","Homme","1","44","1","2015-11-01 04:21:09.0"
"14075253","Homme","2","43","2","2015-11-01 15:27:10.0"
"14080585","Homme","2","42","2","2015-11-01 00:09:06.0"
"14085162","Femme","1","40","1","2015-11-01 19:44:02.0"
"14100222","Femme","1","39","1","2015-11-01 18:19:12.0"
"14103948","Enfant","1","34","1","2015-11-01 08:55:14.0"
"14105477","Homme","2","47","1","2015-11-01 14:49:15.0"
"14109733","Homme","1","45","1","2015-11-01 22:51:02.0"
"14110934","Homme","1","","0","2015-11-01 13:45:07.0"
"14113007","Femme","1","41","1","2015-11-01 09:06:15.0"
"14140042","Femme","2","35","1","2015-11-01 13:45:10.0"
"14143747","Enfant","1","33","1","2015-11-01 11:48:04.0"
"14152493","Femme","1","43","1","2015-11-01 16:35:19.0"
"14155997","Homme","1","43","1","2015-11-01 18:32:18.0"
"14167519","Homme","1","","0","2015-11-01 19:24:12.0"
"14176713","Homme","1","43","1","2015-11-01 20:49:04.0"
"14178560","Femme","1","41","1","2015-11-01 11:10:19.0"
"14179157","Femme","1","44","1","2015-11-01 15:28:18.0"
"14179157","Homme","1","44","1","2015-11-01 15:28:18.0"
"14188045","Femme","1","","0","2015-11-01 18:36:01.0"
"14200733","Enfant","2","35","2","2015-11-01 15:35:16.0"
"14204399","Femme","1","41","1","2015-11-01 10:43:10.0"
"14224265","Femme","1","37","1","2015-11-01 23:49:11.0"
"14234891","Femme","1","43","1","2015-11-01 10:33:09.0"
"14236674","Homme","1","42","1","2015-11-01 11:53:12.0"
"14243313","Homme","1","40","1","2015-11-01 22:18:00.0"
"14251972","Femme","2","39","3","2015-11-01 16:57:00.0"
"14254092","Femme","3","41","3","2015-11-01 09:23:01.0"
"14263402","Femme","1","38","1","2015-11-01 16:19:08.0"
"14264154","Homme","2","46","2","2015-11-01 11:57:01.0"
"14267030","Homme","1","41","1","2015-11-01 09:56:10.0"
"14283911","Femme","2","38","1","2015-11-01 21:47:02.0"
"14283911","Femme","2","39","1","2015-11-01 21:47:02.0"
"14286854","Femme","1","40","1","2015-11-01 17:51:02.0"
"14288503","Enfant","1","30","1","2015-11-01 11:23:13.0"
"14292092","Femme","1","38","1","2015-11-01 20:07:00.0"
"14312832","Accessoires","1","41","1","2015-11-01 21:21:13.0"
"14312832","Femme","1","41","1","2015-11-01 21:21:13.0"
"14315646","Femme","2","37","2","2015-11-01 16:30:00.0"
"14323942","Femme","4","38","4","2015-11-01 15:35:03.0"
"14324291","Homme","1","43","1","2015-11-01 21:08:11.0"
"14331511","Femme","1","39","1","2015-11-01 10:14:08.0"
"14332206","Enfant","2","33","2","2015-11-01 20:50:10.0"
"14332655","Homme","2","43","1","2015-11-01 22:43:14.0"
"14332655","Homme","2","42","1","2015-11-01 22:43:14.0"
"14332977","Homme","1","44","1","2015-11-01 19:02:07.0"
"14340024","Homme","1","42","1","2015-11-01 11:41:04.0"
"14346616","Femme","1","38","1","2015-11-01 20:41:15.0"
"14347723","Enfant","2","30","1","2015-11-01 15:00:14.0"
"14347723","Enfant","2","41","1","2015-11-01 15:00:14.0"
"14347723","Enfant","2","31","1","2015-11-01 15:00:14.0"
"14350048","Enfant","1","26","1","2015-11-01 21:57:16.0"
"14350048","Enfant","1","42","1","2015-11-01 21:57:16.0"
"14350048","Enfant","1","39","1","2015-11-01 21:57:16.0"
"14350048","Homme","1","26","1","2015-11-01 21:57:16.0"
"14350048","Homme","1","42","1","2015-11-01 21:57:16.0"
"14350048","Homme","1","39","1","2015-11-01 21:57:16.0"
"14350048","Femme","1","26","1","2015-11-01 21:57:16.0"
"14350048","Femme","1","42","1","2015-11-01 21:57:16.0"
"14350048","Femme","1","39","1","2015-11-01 21:57:16.0"
"14351540","Femme","1","37","1","2015-11-01 08:49:04.0"
"14352040","Femme","1","37","1","2015-11-01 14:05:19.0"
"14353758","Femme","1","39","1","2015-11-01 15:40:19.0"
"14360402","Femme","1","39","1","2015-11-01 21:54:09.0"
"14361033","Femme","1","39","1","2015-11-01 13:15:02.0"
"14361462","Femme","1","36","1","2015-11-01 15:21:01.0"
"14362701","Femme","1","36","1","2015-11-01 17:23:19.0"
"14363857","Femme","1","39","1","2015-11-01 17:38:13.0"
"14373235","Homme","1","","0","2015-11-01 16:29:06.0"
"14380893","Femme","1","41","1","2015-11-01 21:33:12.0"
"14382707","Femme","1","42","1","2015-11-01 15:15:08.0"
"14388310","Femme","1","36","1","2015-11-01 20:46:17.0"
"14398488","Enfant","1","26","1","2015-11-01 23:30:16.0"
"14407197","Homme","4","43","3","2015-11-01 21:36:12.0"
"14424188","Femme","2","37","2","2015-11-01 09:11:07.0"
"14429296","Femme","2","39","2","2015-11-01 20:59:11.0"
"14430228","Femme","1","38","1","2015-11-01 11:35:03.0"
"14431608","Femme","1","38","1","2015-11-01 14:07:15.0"
"14438601","Femme","1","38","1","2015-11-01 12:18:17.0"
"14439923","Femme","1","38","1","2015-11-01 13:43:06.0"
"14442503","Homme","1","43","1","2015-11-01 20:51:16.0"
"14442646","Homme","1","42","1","2015-11-01 19:57:04.0"
"14444698","Femme","1","","0","2015-11-01 13:07:06.0"
"14453631","Homme","1","42","1","2015-11-01 17:09:12.0"
"14466100","Femme","2","39","2","2015-11-01 08:52:13.0"
"14467019","Enfant","1","33","1","2015-11-01 17:23:07.0"
"14467019","Enfant","1","40","1","2015-11-01 17:23:07.0"
"14467019","Femme","1","33","1","2015-11-01 17:23:07.0"
"14467019","Femme","1","40","1","2015-11-01 17:23:07.0"
"14467150","Homme","1","45","1","2015-11-01 18:23:00.0"
"14480632","Femme","1","38","1","2015-11-01 18:47:03.0"
"14492593","Homme","1","37","1","2015-11-01 09:17:10.0"
"14492593","Homme","1","42","1","2015-11-01 09:17:10.0"
"14492593","Homme","1","39","1","2015-11-01 09:17:10.0"
"14492593","Femme","1","37","1","2015-11-01 09:17:10.0"
"14492593","Femme","1","42","1","2015-11-01 09:17:10.0"
"14492593","Femme","1","39","1","2015-11-01 09:17:10.0"
"14492593","Enfant","1","37","1","2015-11-01 09:17:10.0"
"14492593","Enfant","1","42","1","2015-11-01 09:17:10.0"
"14492593","Enfant","1","39","1","2015-11-01 09:17:10.0"
"14498231","Femme","1","41","1","2015-11-01 12:19:07.0"
"14504658","Homme","1","45","1","2015-11-01 14:05:02.0"
"14507213","Femme","2","37","2","2015-11-01 19:31:18.0"
"14518488","Femme","2","37","2","2015-11-01 19:57:03.0"
"14521858","Femme","2","36","2","2015-11-01 22:44:07.0"
"14531872","Homme","1","43","1","2015-11-01 09:33:16.0"
"14547168","Enfant","1","","0","2015-11-01 15:34:17.0"
"14552058","Femme","1","37","1","2015-11-01 22:14:06.0"
"14562025","Femme","1","","0","2015-11-01 07:39:17.0"
"14562025","Homme","1","","0","2015-11-01 07:39:17.0"
"14562230","Homme","1","44","1","2015-11-01 17:32:07.0"
"14563865","Homme","1","","0","2015-11-01 02:24:08.0"
"14565591","Homme","3","42","3","2015-11-01 20:06:11.0"
"14602625","Homme","1","44","1","2015-11-01 22:28:13.0"
"14615534","Homme","1","43","1","2015-11-01 18:13:08.0"
"14615868","Accessoires","1","","0","2015-11-01 15:07:05.0"
"14615868","Femme","1","","0","2015-11-01 15:07:05.0"
"14639881","Enfant","3","37","2","2015-11-01 11:18:08.0"
"14646617","Accessoires","1","38","1","2015-11-01 18:53:10.0"
"14646617","Femme","1","38","1","2015-11-01 18:53:10.0"
"14654930","Enfant","1","22","1","2015-11-01 20:26:04.0"
"14656000","Femme","1","41","1","2015-11-01 16:47:11.0"
"14658868","Femme","1","36","1","2015-11-01 18:23:01.0"
"14661471","Femme","1","37","1","2015-11-01 09:58:14.0"
"14663931","Homme","1","45","1","2015-11-01 16:03:13.0"
"14663960","Homme","1","41","1","2015-11-01 21:36:18.0"
"14678122","Femme","1","37","1","2015-11-01 13:24:05.0"
"14705482","Enfant","1","26","1","2015-11-01 10:43:02.0"
"14709801","Enfant","1","24","1","2015-11-01 13:09:07.0"
"14712948","Homme","1","45","1","2015-11-01 19:29:14.0"
"14719945","Homme","1","43","1","2015-11-01 12:28:03.0"
"14725525","Homme","1","","0","2015-11-01 17:59:14.0"
"14737960","Enfant","1","34","1","2015-11-01 22:13:05.0"
"14746797","Femme","1","38","1","2015-11-01 22:53:00.0"
"14753586","Femme","1","40","1","2015-11-01 17:24:01.0"
"14753865","Femme","1","37","1","2015-11-01 19:17:09.0"
"14756892","Femme","1","","0","2015-11-01 19:12:02.0"
"14762002","Enfant","3","24","3","2015-11-01 20:57:01.0"
"14762096","Homme","1","43","1","2015-11-01 20:45:05.0"
"14763202","Femme","2","36","2","2015-11-01 09:04:00.0"
"14771242","Accessoires","1","37","1","2015-11-01 08:59:16.0"
"14771242","Femme","1","37","1","2015-11-01 08:59:16.0"
"14780310","Femme","2","38","1","2015-11-01 09:55:13.0"
"14780310","Femme","2","39","1","2015-11-01 09:55:13.0"
"14782194","Femme","2","38","1","2015-11-01 10:05:02.0"
"14790973","Femme","1","36","1","2015-11-01 21:19:18.0"
"14792058","Enfant","1","28","1","2015-11-01 06:33:14.0"
"14797963","Femme","1","38","1","2015-11-01 14:47:10.0"
"14798114","Enfant","2","29","1","2015-11-01 15:30:06.0"
"14798114","Enfant","2","32","1","2015-11-01 15:30:06.0"
"14802172","Homme","1","41","1","2015-11-01 14:20:09.0"
"14809322","Enfant","2","26","1","2015-11-01 09:50:18.0"
"14809322","Enfant","2","39","1","2015-11-01 09:50:18.0"
"14809322","Enfant","2","27","1","2015-11-01 09:50:18.0"
"14811755","Femme","1","36","1","2015-11-01 16:48:04.0"
"14812854","Femme","3","40","2","2015-11-01 17:51:04.0"
"14813800","Enfant","2","32","2","2015-11-01 19:11:09.0"
"14818574","Femme","1","39","1","2015-11-01 08:16:14.0"
"14848087","Femme","1","36","1","2015-11-01 18:09:08.0"
"14849867","Femme","2","37","1","2015-11-01 21:29:01.0"
"14849867","Femme","2","38","1","2015-11-01 21:29:01.0"
"14863776","Femme","2","35","2","2015-11-01 11:15:18.0"
"14868073","Femme","1","39","1","2015-11-01 19:42:04.0"
"14881721","Homme","1","40","1","2015-11-01 22:01:10.0"
"14881753","Enfant","1","38","1","2015-11-01 17:22:15.0"
"14891240","Enfant","2","34","1","2015-11-01 12:11:08.0"
"14893683","Femme","1","38","1","2015-11-01 10:34:05.0"
"14898866","Femme","1","38","1","2015-11-01 09:15:08.0"
"14899696","Femme","1","","0","2015-11-01 12:23:15.0"
"14901480","Femme","2","24","1","2015-11-01 17:16:03.0"
"14901480","Femme","2","40","1","2015-11-01 17:16:03.0"
"14909104","Femme","1","38","1","2015-11-01 11:07:11.0"
"14926720","Homme","2","44","2","2015-11-01 17:39:15.0"
"14927868","Femme","1","40","1","2015-11-01 17:19:05.0"
"14927868","Femme","1","42","1","2015-11-01 17:19:05.0"
"14927868","Homme","1","40","1","2015-11-01 17:19:05.0"
"14927868","Homme","1","42","1","2015-11-01 17:19:05.0"
"14936068","Femme","4","40","4","2015-11-01 22:16:06.0"
"14936233","Femme","1","38","1","2015-11-01 17:13:12.0"
"14945988","Femme","1","38","1","2015-11-01 23:15:06.0"
"14948535","Femme","1","38","1","2015-11-01 12:15:09.0"
"14948535","Femme","1","42","1","2015-11-01 12:15:09.0"
"14948535","Homme","1","38","1","2015-11-01 12:15:09.0"
"14948535","Homme","1","42","1","2015-11-01 12:15:09.0"
"14958592","Femme","1","38","1","2015-11-01 00:13:17.0"
"14959661","Homme","3","43","2","2015-11-01 09:41:01.0"
